
Memória GPU alocada: 5.20 MB, reservada: 22.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Memória GPU alocada: 21.28 MB, reservada: 268.00 MB
Epoch 01: train loss = 0.877603, train acc = 0.834000, val loss = 0.506303, val acc = 0.793000
==> best model (loss = 0.506303), saving model...
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Epoch 02: train loss = 0.218134, train acc = 0.932400, val loss = 0.442976, val acc = 0.820000
==> best model (loss = 0.442976), saving model...
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Epoch 1 valid: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:07<00:00, 13.19it/s]
Epoch 2 train: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:00<00:00, 248.76it/s]
Epoch 2 valid: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:00<00:00, 713.14it/s]
Epoch 3 train: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:00<00:00, 262.17it/s]
Epoch 3 valid:   0%|                                                                                                                                                                               | 0/100 [00:00<?, ?it/s]
Epoch 03: train loss = 0.142007, train acc = 0.956400, val loss = 0.523804, val acc = 0.816000
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Epoch 04: train loss = 0.107780, train acc = 0.963200, val loss = 0.458856, val acc = 0.833500
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
Memória GPU alocada: 20.91 MB, reservada: 270.00 MB
