
Memória GPU alocada: 5.20 MB, reservada: 22.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Memória GPU alocada: 22.17 MB, reservada: 734.00 MB
Epoch 1 train: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [01:59<00:00,  1.19s/it]

Epoch 1 valid:   1%|█▋                                                                                                                                                                     | 1/100 [00:26<44:19, 26.86s/it]
Epoch 01: train loss = 0.909661, train acc = 0.769000, val loss = 0.561690, val acc = 0.810417
==> best model (loss = 0.561690), saving model...
Memória GPU alocada: 21.24 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Epoch 1 valid: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:40<00:00,  2.49it/s]
Epoch 2 train:  40%|██████████████████████████████████████████████████████████████████▍                                                                                                   | 40/100 [00:00<00:00, 96.13it/s]
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Epoch 02: train loss = 0.226386, train acc = 0.926917, val loss = 0.592046, val acc = 0.813500
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Epoch 2 train: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:01<00:00, 97.81it/s]
Epoch 2 valid: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:00<00:00, 303.74it/s]
Epoch 3 train: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:01<00:00, 99.83it/s]
Epoch 3 valid: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:00<00:00, 299.13it/s]
Epoch 4 train: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:01<00:00, 98.50it/s]
Epoch 4 valid: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [00:00<00:00, 296.35it/s]
Epoch 5 train:  30%|█████████████████████████████████████████████████▊                                                                                                                    | 30/100 [00:00<00:00, 98.15it/s]
Epoch 03: train loss = 0.112211, train acc = 0.965250, val loss = 0.472202, val acc = 0.835917
==> best model (loss = 0.472202), saving model...
Memória GPU alocada: 21.24 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Epoch 04: train loss = 0.062343, train acc = 0.980000, val loss = 0.416111, val acc = 0.860583
==> best model (loss = 0.416111), saving model...
Memória GPU alocada: 21.24 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
Memória GPU alocada: 21.92 MB, reservada: 1060.00 MB
